time_s,drag_force_negative,drag_force_magnitude
74.84,-1.933519,1.933519
74.85,-1.933198,1.933198
74.86,-1.932814,1.932814
74.87,-1.932534,1.932534
74.88,-1.932307,1.932307
74.89,-1.932134,1.932134
74.9,-1.931909,1.931909
74.91,-1.931762,1.931762
74.92,-1.931553,1.931553
74.93,-1.931291,1.931291
74.94,-1.931078,1.931078
74.95,-1.930823,1.930823
74.96,-1.930461,1.930461
74.97,-1.930097,1.930097
74.98,-1.929807,1.929807
74.99,-1.929634,1.929634
75.0,-1.929471,1.929471
75.01,-1.92925,1.92925
75.02,-1.928953,1.928953
75.03,-1.928705,1.928705
75.04,-1.928524,1.928524
75.05,-1.928387,1.928387
75.06,-1.928081,1.928081
75.07,-1.927876,1.927876
75.08,-1.927727,1.927727
75.09,-1.9276,1.9276
75.1,-1.927355,1.927355
75.11,-1.927146,1.927146
75.12,-1.927039,1.927039
75.13,-1.926921,1.926921
75.14,-1.926854,1.926854
75.15,-1.926785,1.926785
75.16,-1.926782,1.926782
75.17,-1.926784,1.926784
75.18,-1.92673,1.92673
75.19,-1.926721,1.926721
75.2,-1.926798,1.926798
75.21,-1.926935,1.926935
75.22,-1.927065,1.927065
75.23,-1.927152,1.927152
75.24,-1.927225,1.927225
75.25,-1.927391,1.927391
75.26,-1.927564,1.927564
75.27,-1.927761,1.927761
75.28,-1.927999,1.927999
75.29,-1.928202,1.928202
75.3,-1.928446,1.928446
75.31,-1.928707,1.928707
75.32,-1.928988,1.928988
75.33,-1.929275,1.929275
75.34,-1.929452,1.929452
75.35,-1.929683,1.929683
75.36,-1.930016,1.930016
75.37,-1.930384,1.930384
75.38,-1.930739,1.930739
75.39,-1.931222,1.931222
75.4,-1.931739,1.931739
75.41,-1.932247,1.932247
75.42,-1.932609,1.932609
75.43,-1.932918,1.932918
75.44,-1.933162,1.933162
75.45,-1.933426,1.933426
75.46,-1.933684,1.933684
75.47,-1.934094,1.934094
75.48,-1.93435,1.93435
75.49,-1.934552,1.934552
75.5,-1.934718,1.934718
75.51,-1.934877,1.934877
75.52,-1.934915,1.934915
75.53,-1.93487,1.93487
75.54,-1.934733,1.934733
75.55,-1.934597,1.934597
75.56,-1.934395,1.934395
75.57,-1.934288,1.934288
75.58,-1.934144,1.934144
75.59,-1.933905,1.933905
75.6,-1.933589,1.933589
75.61,-1.933343,1.933343
75.62,-1.933077,1.933077
75.63,-1.932754,1.932754
75.64,-1.932453,1.932453
75.65,-1.932209,1.932209
75.66,-1.931883,1.931883
75.67,-1.931593,1.931593
75.68,-1.931279,1.931279
75.69,-1.930948,1.930948
75.7,-1.930548,1.930548
75.71,-1.930162,1.930162
75.72,-1.929867,1.929867
75.73,-1.929661,1.929661
75.74,-1.929368,1.929368
75.75,-1.929163,1.929163
75.76,-1.928884,1.928884
75.77,-1.928622,1.928622
75.78,-1.928437,1.928437
75.79,-1.92817,1.92817
75.8,-1.927904,1.927904
75.81,-1.92767,1.92767
75.82,-1.927287,1.927287
75.83,-1.927039,1.927039
75.84,-1.92681,1.92681
75.85,-1.926604,1.926604
75.86,-1.926304,1.926304
75.87,-1.926019,1.926019
75.88,-1.925799,1.925799
75.89,-1.925662,1.925662
75.9,-1.925496,1.925496
75.91,-1.925427,1.925427
75.92,-1.925403,1.925403
75.93,-1.925414,1.925414
75.94,-1.925364,1.925364
75.95,-1.925277,1.925277
75.96,-1.925146,1.925146
75.97,-1.925118,1.925118
75.98,-1.925059,1.925059
75.99,-1.925083,1.925083
76.0,-1.925202,1.925202
76.01,-1.925412,1.925412
76.02,-1.925606,1.925606
76.03,-1.925799,1.925799
76.04,-1.925932,1.925932
76.05,-1.926047,1.926047
76.06,-1.926196,1.926196
76.07,-1.926451,1.926451
76.08,-1.92657,1.92657
76.09,-1.926614,1.926614
76.1,-1.926782,1.926782
76.11,-1.927091,1.927091
76.12,-1.92743,1.92743
76.13,-1.9277,1.9277
76.14,-1.927882,1.927882
76.15,-1.928176,1.928176
76.16,-1.928421,1.928421
76.17,-1.928696,1.928696
76.18,-1.928818,1.928818
76.19,-1.928958,1.928958
76.2,-1.929091,1.929091
76.21,-1.929331,1.929331
76.22,-1.929543,1.929543
76.23,-1.929749,1.929749
76.24,-1.929891,1.929891
76.25,-1.930126,1.930126
76.26,-1.930407,1.930407
76.27,-1.93069,1.93069
76.28,-1.930965,1.930965
76.29,-1.931169,1.931169
76.3,-1.931277,1.931277
76.31,-1.931417,1.931417
76.32,-1.931534,1.931534
76.33,-1.931767,1.931767
76.34,-1.932018,1.932018
76.35,-1.932326,1.932326
76.36,-1.932548,1.932548
76.37,-1.932825,1.932825
76.38,-1.933098,1.933098
76.39,-1.933458,1.933458
76.4,-1.933698,1.933698
76.41,-1.933913,1.933913
76.42,-1.934029,1.934029
76.43,-1.934053,1.934053
76.44,-1.934058,1.934058
76.45,-1.934126,1.934126
76.46,-1.934208,1.934208
76.47,-1.934292,1.934292
76.48,-1.934318,1.934318
76.49,-1.934324,1.934324
76.5,-1.934475,1.934475
76.51,-1.934577,1.934577
76.52,-1.93456,1.93456
76.53,-1.934573,1.934573
76.54,-1.934661,1.934661
76.55,-1.934687,1.934687
76.56,-1.934656,1.934656
76.57,-1.934646,1.934646
76.58,-1.934652,1.934652
76.59,-1.934611,1.934611
76.6,-1.934494,1.934494
76.61,-1.934366,1.934366
76.62,-1.934162,1.934162
76.63,-1.933914,1.933914
76.64,-1.93366,1.93366
76.65,-1.933328,1.933328
76.66,-1.932902,1.932902
76.67,-1.932583,1.932583
76.68,-1.932244,1.932244
76.69,-1.931818,1.931818
76.7,-1.931509,1.931509
76.71,-1.931266,1.931266
76.72,-1.93096,1.93096
76.73,-1.930557,1.930557
76.74,-1.930173,1.930173
76.75,-1.929887,1.929887
76.76,-1.929592,1.929592
76.77,-1.92936,1.92936
76.78,-1.92919,1.92919
76.79,-1.92899,1.92899
76.8,-1.928804,1.928804
76.81,-1.928669,1.928669
76.82,-1.92852,1.92852
76.83,-1.92841,1.92841
76.84,-1.928327,1.928327
76.85,-1.928248,1.928248
76.86,-1.928233,1.928233
76.87,-1.928256,1.928256
76.88,-1.9283,1.9283
76.89,-1.928431,1.928431
76.9,-1.928485,1.928485
76.91,-1.928582,1.928582
76.92,-1.928703,1.928703
76.93,-1.928873,1.928873
76.94,-1.929009,1.929009
76.95,-1.929173,1.929173
76.96,-1.929242,1.929242
76.97,-1.929272,1.929272
76.98,-1.92943,1.92943
76.99,-1.929755,1.929755
77.0,-1.930023,1.930023
77.01,-1.930231,1.930231
77.02,-1.930383,1.930383
77.03,-1.930429,1.930429
77.04,-1.930595,1.930595
77.05,-1.930729,1.930729
77.06,-1.930816,1.930816
77.07,-1.93082,1.93082
77.08,-1.930799,1.930799
77.09,-1.930799,1.930799
77.1,-1.930793,1.930793
77.11,-1.93083,1.93083
77.12,-1.930855,1.930855
77.13,-1.93088,1.93088
77.14,-1.930947,1.930947
77.15,-1.930971,1.930971
77.16,-1.930928,1.930928
77.17,-1.930907,1.930907
77.18,-1.930857,1.930857
77.19,-1.930863,1.930863
77.2,-1.931011,1.931011
77.21,-1.931156,1.931156
77.22,-1.931263,1.931263
77.23,-1.931285,1.931285
77.24,-1.931341,1.931341
77.25,-1.931525,1.931525
77.26,-1.931742,1.931742
77.27,-1.931961,1.931961
77.28,-1.93218,1.93218
77.29,-1.932318,1.932318
77.3,-1.932544,1.932544
77.31,-1.932812,1.932812
77.32,-1.933157,1.933157
77.33,-1.933602,1.933602
77.34,-1.934042,1.934042
77.35,-1.93446,1.93446
77.36,-1.934758,1.934758
77.37,-1.935158,1.935158
77.38,-1.935462,1.935462
77.39,-1.935765,1.935765
77.4,-1.936052,1.936052
77.41,-1.936442,1.936442
77.42,-1.936873,1.936873
77.43,-1.937263,1.937263
77.44,-1.937503,1.937503
77.45,-1.937739,1.937739
77.46,-1.938003,1.938003
77.47,-1.93826,1.93826
77.48,-1.938378,1.938378
77.49,-1.93841,1.93841
77.5,-1.938525,1.938525
77.51,-1.938652,1.938652
77.52,-1.938768,1.938768
77.53,-1.938954,1.938954
77.54,-1.939131,1.939131
77.55,-1.939239,1.939239
77.56,-1.939319,1.939319
77.57,-1.939336,1.939336
77.58,-1.939231,1.939231
77.59,-1.939115,1.939115
77.6,-1.938968,1.938968
77.61,-1.938858,1.938858
77.62,-1.938593,1.938593
77.63,-1.938287,1.938287
77.64,-1.9379,1.9379
77.65,-1.937486,1.937486
77.66,-1.93706,1.93706
77.67,-1.936603,1.936603
77.68,-1.936017,1.936017
77.69,-1.935457,1.935457
77.7,-1.934803,1.934803
77.71,-1.934252,1.934252
77.72,-1.933658,1.933658
77.73,-1.933069,1.933069
77.74,-1.932426,1.932426
77.75,-1.931845,1.931845
77.76,-1.931337,1.931337
77.77,-1.930889,1.930889
77.78,-1.9304,1.9304
77.79,-1.929878,1.929878
77.8,-1.92938,1.92938
77.81,-1.928971,1.928971
77.82,-1.92858,1.92858
77.83,-1.928294,1.928294
77.84,-1.92791,1.92791
77.85,-1.927528,1.927528
77.86,-1.927177,1.927177
77.87,-1.92686,1.92686
77.88,-1.926515,1.926515
77.89,-1.926127,1.926127
77.9,-1.92573,1.92573
77.91,-1.925346,1.925346
77.92,-1.924981,1.924981
77.93,-1.924635,1.924635
77.94,-1.924309,1.924309
77.95,-1.924004,1.924004
77.96,-1.923775,1.923775
77.97,-1.923638,1.923638
77.98,-1.923553,1.923553
77.99,-1.923475,1.923475
78.0,-1.923438,1.923438
78.01,-1.923526,1.923526
78.02,-1.923599,1.923599
78.03,-1.923594,1.923594
78.04,-1.923601,1.923601
78.05,-1.923727,1.923727
78.06,-1.92395,1.92395
78.07,-1.924279,1.924279
78.08,-1.924543,1.924543
78.09,-1.924767,1.924767
78.1,-1.925068,1.925068
78.11,-1.92541,1.92541
78.12,-1.92572,1.92572
78.13,-1.926116,1.926116
78.14,-1.926545,1.926545
78.15,-1.927036,1.927036
78.16,-1.927518,1.927518
78.17,-1.928092,1.928092
78.18,-1.928719,1.928719
78.19,-1.929317,1.929317
78.2,-1.929938,1.929938
78.21,-1.930468,1.930468
78.22,-1.931069,1.931069
78.23,-1.931694,1.931694
78.24,-1.932273,1.932273
78.25,-1.932935,1.932935
78.26,-1.93361,1.93361
78.27,-1.934298,1.934298
78.28,-1.934943,1.934943
78.29,-1.935531,1.935531
78.3,-1.936092,1.936092
78.31,-1.936703,1.936703
78.32,-1.937268,1.937268
78.33,-1.937818,1.937818
78.34,-1.938451,1.938451
78.35,-1.939113,1.939113
78.36,-1.939699,1.939699
78.37,-1.94025,1.94025
78.38,-1.940666,1.940666
78.39,-1.941016,1.941016
78.4,-1.941442,1.941442
78.41,-1.941866,1.941866
78.42,-1.942228,1.942228
78.43,-1.942577,1.942577
78.44,-1.942886,1.942886
78.45,-1.943134,1.943134
78.46,-1.943279,1.943279
78.47,-1.943544,1.943544
78.48,-1.94374,1.94374
78.49,-1.943829,1.943829
78.5,-1.943874,1.943874
78.51,-1.943957,1.943957
78.52,-1.944116,1.944116
78.53,-1.944146,1.944146
78.54,-1.944035,1.944035
78.55,-1.943917,1.943917
78.56,-1.94382,1.94382
78.57,-1.943735,1.943735
78.58,-1.943639,1.943639
78.59,-1.943502,1.943502
78.6,-1.943326,1.943326
78.61,-1.943161,1.943161
78.62,-1.942928,1.942928
78.63,-1.942688,1.942688
78.64,-1.942414,1.942414
78.65,-1.942156,1.942156
78.66,-1.941848,1.941848
78.67,-1.941572,1.941572
78.68,-1.941241,1.941241
78.69,-1.940896,1.940896
78.7,-1.940516,1.940516
78.71,-1.94019,1.94019
78.72,-1.939836,1.939836
78.73,-1.939475,1.939475
78.74,-1.93905,1.93905
78.75,-1.938711,1.938711
78.76,-1.938442,1.938442
78.77,-1.93813,1.93813
78.78,-1.937758,1.937758
78.79,-1.937357,1.937357
78.8,-1.937055,1.937055
78.81,-1.936775,1.936775
78.82,-1.936403,1.936403
78.83,-1.936003,1.936003
78.84,-1.935683,1.935683
78.85,-1.935394,1.935394
78.86,-1.935078,1.935078
78.87,-1.934778,1.934778
78.88,-1.934507,1.934507
78.89,-1.934256,1.934256
78.9,-1.933922,1.933922
78.91,-1.93356,1.93356
78.92,-1.933297,1.933297
78.93,-1.93317,1.93317
78.94,-1.932943,1.932943
78.95,-1.932784,1.932784
78.96,-1.932642,1.932642
78.97,-1.932496,1.932496
78.98,-1.932355,1.932355
78.99,-1.932188,1.932188
79.0,-1.931965,1.931965
79.01,-1.931756,1.931756
79.02,-1.931578,1.931578
79.03,-1.931423,1.931423
79.04,-1.931294,1.931294
79.05,-1.931144,1.931144
79.06,-1.931002,1.931002
79.07,-1.930895,1.930895
79.08,-1.930867,1.930867
79.09,-1.930983,1.930983
79.1,-1.931076,1.931076
79.11,-1.931035,1.931035
79.12,-1.93093,1.93093
79.13,-1.930867,1.930867
79.14,-1.930745,1.930745
79.15,-1.930729,1.930729
79.16,-1.930818,1.930818
79.17,-1.931033,1.931033
79.18,-1.931149,1.931149
79.19,-1.931212,1.931212
79.2,-1.931347,1.931347
79.21,-1.931473,1.931473
79.22,-1.931633,1.931633
79.23,-1.931765,1.931765
79.24,-1.93191,1.93191
79.25,-1.932108,1.932108
79.26,-1.932312,1.932312
79.27,-1.932456,1.932456
79.28,-1.932629,1.932629
79.29,-1.932809,1.932809
79.3,-1.932944,1.932944
79.31,-1.933057,1.933057
79.32,-1.933193,1.933193
79.33,-1.93345,1.93345
79.34,-1.933634,1.933634
79.35,-1.933675,1.933675
79.36,-1.933802,1.933802
79.37,-1.933957,1.933957
79.38,-1.93405,1.93405
79.39,-1.93411,1.93411
79.4,-1.934112,1.934112
79.41,-1.934139,1.934139
79.42,-1.93414,1.93414
79.43,-1.934237,1.934237
79.44,-1.934309,1.934309
79.45,-1.934457,1.934457
79.46,-1.934692,1.934692
79.47,-1.935022,1.935022
79.48,-1.935331,1.935331
79.49,-1.935452,1.935452
79.5,-1.935555,1.935555
79.51,-1.935697,1.935697
79.52,-1.935835,1.935835
79.53,-1.935945,1.935945
79.54,-1.936028,1.936028
79.55,-1.936032,1.936032
79.56,-1.936109,1.936109
79.57,-1.936237,1.936237
79.58,-1.936332,1.936332
79.59,-1.936448,1.936448
79.6,-1.936422,1.936422
79.61,-1.936271,1.936271
79.62,-1.936041,1.936041
79.63,-1.935808,1.935808
79.64,-1.935564,1.935564
79.65,-1.93534,1.93534
79.66,-1.935009,1.935009
79.67,-1.934681,1.934681
79.68,-1.934338,1.934338
79.69,-1.933924,1.933924
79.7,-1.93358,1.93358
79.71,-1.933188,1.933188
79.72,-1.93271,1.93271
79.73,-1.932081,1.932081
79.74,-1.931489,1.931489
79.75,-1.930995,1.930995
79.76,-1.930419,1.930419
79.77,-1.929911,1.929911
79.78,-1.929464,1.929464
79.79,-1.929018,1.929018
79.8,-1.928533,1.928533
79.81,-1.928105,1.928105
79.82,-1.927811,1.927811
79.83,-1.927515,1.927515
79.84,-1.927142,1.927142
79.85,-1.926868,1.926868
79.86,-1.926491,1.926491
79.87,-1.926059,1.926059
79.88,-1.925668,1.925668
79.89,-1.92533,1.92533
79.9,-1.924982,1.924982
79.91,-1.924562,1.924562
79.92,-1.924106,1.924106
79.93,-1.92369,1.92369
79.94,-1.923318,1.923318
79.95,-1.922909,1.922909
79.96,-1.922503,1.922503
79.97,-1.922097,1.922097
79.98,-1.921824,1.921824
79.99,-1.921658,1.921658
80.0,-1.921412,1.921412
80.01,-1.921125,1.921125
80.02,-1.920954,1.920954
80.03,-1.920797,1.920797
80.04,-1.92072,1.92072
80.05,-1.920632,1.920632
80.06,-1.920466,1.920466
80.07,-1.920351,1.920351
80.08,-1.920255,1.920255
80.09,-1.920133,1.920133
80.1,-1.92011,1.92011
80.11,-1.920132,1.920132
80.12,-1.920205,1.920205
80.13,-1.920398,1.920398
80.14,-1.920589,1.920589
80.15,-1.920744,1.920744
80.16,-1.920872,1.920872
80.17,-1.921074,1.921074
80.18,-1.921315,1.921315
80.19,-1.921563,1.921563
80.2,-1.92177,1.92177
80.21,-1.921972,1.921972
80.22,-1.922198,1.922198
80.23,-1.92254,1.92254
80.24,-1.922835,1.922835
80.25,-1.923244,1.923244
80.26,-1.923641,1.923641
80.27,-1.924078,1.924078
80.28,-1.924533,1.924533
80.29,-1.925005,1.925005
80.3,-1.925418,1.925418
80.31,-1.925952,1.925952
80.32,-1.926505,1.926505
80.33,-1.927085,1.927085
80.34,-1.927634,1.927634
80.35,-1.928118,1.928118
80.36,-1.928702,1.928702
80.37,-1.92932,1.92932
80.38,-1.929955,1.929955
80.39,-1.930624,1.930624
80.4,-1.931312,1.931312
80.41,-1.93199,1.93199
80.42,-1.932674,1.932674
80.43,-1.933311,1.933311
80.44,-1.933911,1.933911
80.45,-1.934399,1.934399
80.46,-1.934778,1.934778
80.47,-1.935239,1.935239
80.48,-1.935765,1.935765
80.49,-1.936224,1.936224
80.5,-1.936545,1.936545
80.51,-1.936838,1.936838
80.52,-1.937017,1.937017
80.53,-1.937133,1.937133
80.54,-1.937312,1.937312
80.55,-1.937494,1.937494
80.56,-1.937503,1.937503
80.57,-1.937467,1.937467
80.58,-1.937506,1.937506
80.59,-1.93748,1.93748
80.6,-1.937395,1.937395
80.61,-1.937357,1.937357
80.62,-1.937274,1.937274
80.63,-1.937049,1.937049
80.64,-1.936727,1.936727
80.65,-1.936411,1.936411
80.66,-1.935997,1.935997
80.67,-1.93559,1.93559
80.68,-1.935211,1.935211
80.69,-1.934874,1.934874
80.7,-1.93455,1.93455
80.71,-1.934229,1.934229
80.72,-1.933935,1.933935
80.73,-1.933647,1.933647
80.74,-1.933308,1.933308
80.75,-1.932975,1.932975
80.76,-1.932676,1.932676
80.77,-1.932472,1.932472
80.78,-1.932225,1.932225
80.79,-1.932067,1.932067
80.8,-1.931825,1.931825
80.81,-1.931588,1.931588
80.82,-1.93136,1.93136
80.83,-1.931113,1.931113
80.84,-1.930924,1.930924
80.85,-1.930803,1.930803
80.86,-1.930675,1.930675
80.87,-1.930508,1.930508
80.88,-1.93031,1.93031
80.89,-1.930142,1.930142
80.9,-1.92998,1.92998
80.91,-1.929702,1.929702
80.92,-1.929447,1.929447
80.93,-1.929361,1.929361
80.94,-1.929273,1.929273
80.95,-1.92921,1.92921
80.96,-1.929159,1.929159
80.97,-1.929137,1.929137
80.98,-1.928992,1.928992
80.99,-1.92886,1.92886
81.0,-1.928766,1.928766
81.01,-1.928717,1.928717
81.02,-1.928644,1.928644
81.03,-1.928487,1.928487
81.04,-1.928389,1.928389
81.05,-1.928397,1.928397
81.06,-1.92838,1.92838
81.07,-1.928409,1.928409
81.08,-1.928435,1.928435
81.09,-1.928486,1.928486
81.1,-1.928472,1.928472
81.11,-1.928503,1.928503
81.12,-1.928639,1.928639
81.13,-1.928689,1.928689
81.14,-1.928694,1.928694
81.15,-1.928727,1.928727
81.16,-1.928873,1.928873
81.17,-1.928976,1.928976
81.18,-1.928971,1.928971
81.19,-1.928971,1.928971
81.2,-1.928959,1.928959
81.21,-1.928972,1.928972
81.22,-1.928995,1.928995
81.23,-1.929005,1.929005
81.24,-1.929111,1.929111
81.25,-1.929169,1.929169
81.26,-1.929172,1.929172
81.27,-1.929214,1.929214
81.28,-1.929212,1.929212
81.29,-1.929222,1.929222
81.3,-1.929201,1.929201
81.31,-1.929176,1.929176
81.32,-1.929228,1.929228
81.33,-1.92933,1.92933
81.34,-1.929369,1.929369
81.35,-1.929444,1.929444
81.36,-1.929563,1.929563
81.37,-1.9297,1.9297
81.38,-1.92988,1.92988
81.39,-1.930063,1.930063
81.4,-1.930259,1.930259
81.41,-1.930387,1.930387
81.42,-1.930496,1.930496
81.43,-1.930695,1.930695
81.44,-1.930883,1.930883
81.45,-1.931098,1.931098
81.46,-1.931263,1.931263
81.47,-1.931397,1.931397
81.48,-1.931548,1.931548
81.49,-1.931753,1.931753
81.5,-1.931949,1.931949
81.51,-1.932116,1.932116
81.52,-1.932235,1.932235
81.53,-1.932365,1.932365
81.54,-1.932523,1.932523
81.55,-1.932734,1.932734
81.56,-1.932859,1.932859
81.57,-1.932975,1.932975
81.58,-1.933053,1.933053
81.59,-1.933125,1.933125
81.6,-1.933079,1.933079
81.61,-1.933136,1.933136
81.62,-1.93316,1.93316
81.63,-1.933253,1.933253
81.64,-1.933413,1.933413
81.65,-1.93338,1.93338
81.66,-1.933158,1.933158
81.67,-1.933042,1.933042
81.68,-1.932845,1.932845
81.69,-1.932558,1.932558
81.7,-1.932195,1.932195
81.71,-1.931869,1.931869
81.72,-1.931536,1.931536
81.73,-1.931205,1.931205
81.74,-1.930911,1.930911
81.75,-1.930616,1.930616
81.76,-1.930311,1.930311
81.77,-1.93002,1.93002
81.78,-1.929607,1.929607
81.79,-1.929147,1.929147
81.8,-1.92874,1.92874
81.81,-1.928348,1.928348
81.82,-1.927904,1.927904
81.83,-1.927415,1.927415
81.84,-1.926976,1.926976
81.85,-1.926626,1.926626
81.86,-1.926285,1.926285
81.87,-1.925889,1.925889
81.88,-1.92547,1.92547
81.89,-1.92507,1.92507
81.9,-1.924663,1.924663
81.91,-1.924211,1.924211
81.92,-1.923746,1.923746
81.93,-1.923345,1.923345
81.94,-1.922867,1.922867
81.95,-1.922475,1.922475
81.96,-1.922112,1.922112
81.97,-1.921805,1.921805
81.98,-1.9216,1.9216
81.99,-1.92143,1.92143
82.0,-1.921214,1.921214
82.01,-1.921039,1.921039
82.02,-1.920885,1.920885
82.03,-1.920777,1.920777
82.04,-1.920614,1.920614
82.05,-1.920482,1.920482
82.06,-1.920334,1.920334
82.07,-1.920175,1.920175
82.08,-1.920102,1.920102
82.09,-1.920121,1.920121
82.1,-1.920259,1.920259
82.11,-1.920403,1.920403
82.12,-1.920635,1.920635
82.13,-1.920841,1.920841
82.14,-1.921165,1.921165
82.15,-1.921422,1.921422
82.16,-1.921638,1.921638
82.17,-1.921854,1.921854
82.18,-1.922113,1.922113
82.19,-1.922331,1.922331
82.2,-1.922622,1.922622
82.21,-1.922959,1.922959
82.22,-1.923356,1.923356
82.23,-1.923773,1.923773
82.24,-1.924316,1.924316
82.25,-1.924837,1.924837
82.26,-1.925259,1.925259
82.27,-1.925742,1.925742
82.28,-1.926291,1.926291
82.29,-1.926761,1.926761
82.3,-1.927161,1.927161
82.31,-1.927627,1.927627
82.32,-1.928134,1.928134
82.33,-1.928672,1.928672
82.34,-1.929365,1.929365
82.35,-1.930104,1.930104
82.36,-1.930807,1.930807
82.37,-1.931449,1.931449
82.38,-1.932133,1.932133
82.39,-1.932703,1.932703
82.4,-1.933185,1.933185
82.41,-1.933566,1.933566
82.42,-1.93404,1.93404
82.43,-1.934558,1.934558
82.44,-1.934929,1.934929
82.45,-1.935243,1.935243
82.46,-1.935668,1.935668
82.47,-1.936123,1.936123
82.48,-1.93658,1.93658
82.49,-1.937058,1.937058
82.5,-1.937508,1.937508
82.51,-1.938049,1.938049
82.52,-1.938472,1.938472
82.53,-1.938736,1.938736
82.54,-1.938978,1.938978
82.55,-1.939173,1.939173
82.56,-1.939378,1.939378
82.57,-1.939504,1.939504
82.58,-1.939661,1.939661
82.59,-1.939739,1.939739
82.6,-1.939769,1.939769
82.61,-1.93989,1.93989
82.62,-1.940034,1.940034
82.63,-1.940084,1.940084
82.64,-1.940098,1.940098
82.65,-1.940064,1.940064
82.66,-1.940005,1.940005
82.67,-1.939846,1.939846
82.68,-1.939653,1.939653
82.69,-1.93946,1.93946
82.7,-1.939189,1.939189
82.71,-1.938924,1.938924
82.72,-1.938678,1.938678
82.73,-1.938345,1.938345
82.74,-1.937999,1.937999
82.75,-1.937792,1.937792
82.76,-1.937603,1.937603
82.77,-1.93738,1.93738
82.78,-1.93709,1.93709
82.79,-1.936828,1.936828
82.8,-1.936487,1.936487
82.81,-1.936257,1.936257
82.82,-1.936031,1.936031
82.83,-1.935811,1.935811
82.84,-1.935627,1.935627
82.85,-1.935479,1.935479
82.86,-1.935339,1.935339
82.87,-1.935214,1.935214
82.88,-1.935093,1.935093
82.89,-1.934979,1.934979
82.9,-1.934806,1.934806
82.91,-1.934718,1.934718
82.92,-1.934704,1.934704
82.93,-1.934707,1.934707
82.94,-1.934713,1.934713
82.95,-1.934719,1.934719
82.96,-1.93472,1.93472
82.97,-1.934741,1.934741
82.98,-1.934862,1.934862
82.99,-1.934928,1.934928
83.0,-1.934976,1.934976
83.01,-1.935047,1.935047
83.02,-1.935138,1.935138
83.03,-1.935259,1.935259
83.04,-1.93541,1.93541
83.05,-1.935481,1.935481
83.06,-1.935547,1.935547
83.07,-1.935673,1.935673
83.08,-1.935627,1.935627
83.09,-1.935454,1.935454
83.1,-1.935294,1.935294
83.11,-1.935107,1.935107
83.12,-1.934871,1.934871
83.13,-1.934692,1.934692
83.14,-1.93447,1.93447
83.15,-1.934253,1.934253
83.16,-1.933973,1.933973
83.17,-1.933751,1.933751
83.18,-1.933554,1.933554
83.19,-1.933396,1.933396
83.2,-1.933179,1.933179
83.21,-1.932932,1.932932
83.22,-1.932628,1.932628
83.23,-1.932372,1.932372
83.24,-1.932104,1.932104
83.25,-1.9319,1.9319
83.26,-1.931743,1.931743
83.27,-1.931598,1.931598
83.28,-1.931376,1.931376
83.29,-1.931207,1.931207
83.3,-1.931163,1.931163
83.31,-1.931147,1.931147
83.32,-1.931175,1.931175
83.33,-1.931111,1.931111
83.34,-1.931098,1.931098
83.35,-1.931197,1.931197
83.36,-1.931287,1.931287
83.37,-1.931436,1.931436
83.38,-1.931546,1.931546
83.39,-1.931687,1.931687
83.4,-1.931895,1.931895
83.41,-1.93214,1.93214
83.42,-1.932337,1.932337
83.43,-1.932594,1.932594
83.44,-1.93276,1.93276
83.45,-1.932896,1.932896
83.46,-1.933029,1.933029
83.47,-1.933203,1.933203
83.48,-1.93346,1.93346
83.49,-1.933767,1.933767
83.5,-1.934134,1.934134
83.51,-1.934412,1.934412
83.52,-1.934625,1.934625
83.53,-1.934836,1.934836
83.54,-1.935036,1.935036
83.55,-1.935211,1.935211
83.56,-1.935378,1.935378
83.57,-1.93547,1.93547
83.58,-1.935625,1.935625
83.59,-1.935849,1.935849
83.6,-1.936132,1.936132
83.61,-1.936321,1.936321
83.62,-1.936485,1.936485
83.63,-1.936652,1.936652
83.64,-1.936777,1.936777
83.65,-1.936904,1.936904
83.66,-1.937091,1.937091
83.67,-1.937129,1.937129
83.68,-1.937186,1.937186
83.69,-1.937186,1.937186
83.7,-1.937263,1.937263
83.71,-1.937274,1.937274
83.72,-1.937186,1.937186
83.73,-1.936965,1.936965
83.74,-1.936798,1.936798
83.75,-1.936661,1.936661
83.76,-1.936511,1.936511
83.77,-1.936376,1.936376
83.78,-1.936222,1.936222
83.79,-1.935893,1.935893
83.8,-1.935536,1.935536
83.81,-1.935133,1.935133
83.82,-1.934786,1.934786
83.83,-1.934386,1.934386
83.84,-1.933974,1.933974
83.85,-1.933656,1.933656
83.86,-1.933408,1.933408
83.87,-1.933212,1.933212
83.88,-1.932952,1.932952
83.89,-1.932559,1.932559
83.9,-1.932115,1.932115
83.91,-1.931692,1.931692
83.92,-1.931305,1.931305
83.93,-1.931031,1.931031
83.94,-1.930704,1.930704
83.95,-1.930296,1.930296
83.96,-1.929947,1.929947
83.97,-1.929631,1.929631
83.98,-1.929338,1.929338
83.99,-1.929066,1.929066
84.0,-1.928877,1.928877
84.01,-1.928691,1.928691
84.02,-1.928607,1.928607
84.03,-1.928445,1.928445
84.04,-1.92836,1.92836
84.05,-1.928346,1.928346
84.06,-1.928381,1.928381
84.07,-1.928362,1.928362
84.08,-1.928432,1.928432
84.09,-1.928511,1.928511
84.1,-1.92847,1.92847
84.11,-1.928384,1.928384
84.12,-1.928362,1.928362
84.13,-1.928366,1.928366
84.14,-1.928359,1.928359
