time_s,drag_force_negative,drag_force_magnitude
25.94,-1.922892,1.922892
25.95,-1.922867,1.922867
25.96,-1.922844,1.922844
25.97,-1.922819,1.922819
25.98,-1.922857,1.922857
25.99,-1.92284,1.92284
26.0,-1.922864,1.922864
26.01,-1.922832,1.922832
26.02,-1.922732,1.922732
26.03,-1.922658,1.922658
26.04,-1.922708,1.922708
26.05,-1.922726,1.922726
26.06,-1.922803,1.922803
26.07,-1.92295,1.92295
26.08,-1.923057,1.923057
26.09,-1.923066,1.923066
26.1,-1.923091,1.923091
26.11,-1.922998,1.922998
26.12,-1.92298,1.92298
26.13,-1.923015,1.923015
26.14,-1.923126,1.923126
26.15,-1.923232,1.923232
26.16,-1.923301,1.923301
26.17,-1.923398,1.923398
26.18,-1.923422,1.923422
26.19,-1.923506,1.923506
26.2,-1.923687,1.923687
26.21,-1.923866,1.923866
26.22,-1.924126,1.924126
26.23,-1.924291,1.924291
26.24,-1.92458,1.92458
26.25,-1.924884,1.924884
26.26,-1.925254,1.925254
26.27,-1.925495,1.925495
26.28,-1.925773,1.925773
26.29,-1.926076,1.926076
26.3,-1.926471,1.926471
26.31,-1.926799,1.926799
26.32,-1.927026,1.927026
26.33,-1.927258,1.927258
26.34,-1.927642,1.927642
26.35,-1.927983,1.927983
26.36,-1.928371,1.928371
26.37,-1.928789,1.928789
26.38,-1.929129,1.929129
26.39,-1.929418,1.929418
26.4,-1.929687,1.929687
26.41,-1.929996,1.929996
26.42,-1.930232,1.930232
26.43,-1.930392,1.930392
26.44,-1.930596,1.930596
26.45,-1.930758,1.930758
26.46,-1.930897,1.930897
26.47,-1.931081,1.931081
26.48,-1.931392,1.931392
26.49,-1.931611,1.931611
26.5,-1.93173,1.93173
26.51,-1.931694,1.931694
26.52,-1.931737,1.931737
26.53,-1.931745,1.931745
26.54,-1.931739,1.931739
26.55,-1.931589,1.931589
26.56,-1.931407,1.931407
26.57,-1.931161,1.931161
26.58,-1.931026,1.931026
26.59,-1.930818,1.930818
26.6,-1.93061,1.93061
26.61,-1.930349,1.930349
26.62,-1.93022,1.93022
26.63,-1.930122,1.930122
26.64,-1.92995,1.92995
26.65,-1.929718,1.929718
26.66,-1.929484,1.929484
26.67,-1.92913,1.92913
26.68,-1.928807,1.928807
26.69,-1.928449,1.928449
26.7,-1.928262,1.928262
26.71,-1.928083,1.928083
26.72,-1.928021,1.928021
26.73,-1.927919,1.927919
26.74,-1.92787,1.92787
26.75,-1.927736,1.927736
26.76,-1.927522,1.927522
26.77,-1.927254,1.927254
26.78,-1.927012,1.927012
26.79,-1.926688,1.926688
26.8,-1.926357,1.926357
26.81,-1.925992,1.925992
26.82,-1.925657,1.925657
26.83,-1.925331,1.925331
26.84,-1.925066,1.925066
26.85,-1.924822,1.924822
26.86,-1.924538,1.924538
26.87,-1.924208,1.924208
26.88,-1.923888,1.923888
26.89,-1.92345,1.92345
26.9,-1.923023,1.923023
26.91,-1.922472,1.922472
26.92,-1.921863,1.921863
26.93,-1.921398,1.921398
26.94,-1.920906,1.920906
26.95,-1.920301,1.920301
26.96,-1.919745,1.919745
26.97,-1.919187,1.919187
26.98,-1.918636,1.918636
26.99,-1.918074,1.918074
27.0,-1.917621,1.917621
27.01,-1.91715,1.91715
27.02,-1.916696,1.916696
27.03,-1.916305,1.916305
27.04,-1.916014,1.916014
27.05,-1.915688,1.915688
27.06,-1.915385,1.915385
27.07,-1.915177,1.915177
27.08,-1.915029,1.915029
27.09,-1.914839,1.914839
27.1,-1.914738,1.914738
27.11,-1.914684,1.914684
27.12,-1.914636,1.914636
27.13,-1.914699,1.914699
27.14,-1.914671,1.914671
27.15,-1.914634,1.914634
27.16,-1.914716,1.914716
27.17,-1.914867,1.914867
27.18,-1.915135,1.915135
27.19,-1.915356,1.915356
27.2,-1.915637,1.915637
27.21,-1.91587,1.91587
27.22,-1.916129,1.916129
27.23,-1.916482,1.916482
27.24,-1.916885,1.916885
27.25,-1.917281,1.917281
27.26,-1.917732,1.917732
27.27,-1.918061,1.918061
27.28,-1.918379,1.918379
27.29,-1.918684,1.918684
27.3,-1.919128,1.919128
27.31,-1.919541,1.919541
27.32,-1.919873,1.919873
27.33,-1.920261,1.920261
27.34,-1.920624,1.920624
27.35,-1.920962,1.920962
27.36,-1.921295,1.921295
27.37,-1.921585,1.921585
27.38,-1.921972,1.921972
27.39,-1.922366,1.922366
27.4,-1.922854,1.922854
27.41,-1.923299,1.923299
27.42,-1.923641,1.923641
27.43,-1.923876,1.923876
27.44,-1.924131,1.924131
27.45,-1.924407,1.924407
27.46,-1.924745,1.924745
27.47,-1.925072,1.925072
27.48,-1.925465,1.925465
27.49,-1.92574,1.92574
27.5,-1.926069,1.926069
27.51,-1.926347,1.926347
27.52,-1.926694,1.926694
27.53,-1.927045,1.927045
27.54,-1.927366,1.927366
27.55,-1.927573,1.927573
27.56,-1.927816,1.927816
27.57,-1.928038,1.928038
27.58,-1.928314,1.928314
27.59,-1.928553,1.928553
27.6,-1.928797,1.928797
27.61,-1.929003,1.929003
27.62,-1.929301,1.929301
27.63,-1.929474,1.929474
27.64,-1.929576,1.929576
27.65,-1.929557,1.929557
27.66,-1.929549,1.929549
27.67,-1.929488,1.929488
27.68,-1.929563,1.929563
27.69,-1.929662,1.929662
27.7,-1.929718,1.929718
27.71,-1.929782,1.929782
27.72,-1.929782,1.929782
27.73,-1.929708,1.929708
27.74,-1.929681,1.929681
27.75,-1.929514,1.929514
27.76,-1.929322,1.929322
27.77,-1.929167,1.929167
27.78,-1.929059,1.929059
27.79,-1.928931,1.928931
27.8,-1.928743,1.928743
27.81,-1.928501,1.928501
27.82,-1.928318,1.928318
27.83,-1.928009,1.928009
27.84,-1.927771,1.927771
27.85,-1.927566,1.927566
27.86,-1.927413,1.927413
27.87,-1.927264,1.927264
27.88,-1.927141,1.927141
27.89,-1.92689,1.92689
27.9,-1.926687,1.926687
27.91,-1.926483,1.926483
27.92,-1.926294,1.926294
27.93,-1.926059,1.926059
27.94,-1.925946,1.925946
27.95,-1.92574,1.92574
27.96,-1.925474,1.925474
27.97,-1.92527,1.92527
27.98,-1.925107,1.925107
27.99,-1.924945,1.924945
28.0,-1.924628,1.924628
28.01,-1.924299,1.924299
28.02,-1.924027,1.924027
28.03,-1.923747,1.923747
28.04,-1.923488,1.923488
28.05,-1.923216,1.923216
28.06,-1.92294,1.92294
28.07,-1.922601,1.922601
28.08,-1.922388,1.922388
28.09,-1.922171,1.922171
28.1,-1.921954,1.921954
28.11,-1.921721,1.921721
28.12,-1.921462,1.921462
28.13,-1.921153,1.921153
28.14,-1.920927,1.920927
28.15,-1.920679,1.920679
28.16,-1.920503,1.920503
28.17,-1.920339,1.920339
28.18,-1.920132,1.920132
28.19,-1.919976,1.919976
28.2,-1.919849,1.919849
28.21,-1.919808,1.919808
28.22,-1.919843,1.919843
28.23,-1.919836,1.919836
28.24,-1.919853,1.919853
28.25,-1.919867,1.919867
28.26,-1.919882,1.919882
28.27,-1.919819,1.919819
28.28,-1.919846,1.919846
28.29,-1.919877,1.919877
28.3,-1.919943,1.919943
28.31,-1.920019,1.920019
28.32,-1.920259,1.920259
28.33,-1.920374,1.920374
28.34,-1.920437,1.920437
28.35,-1.920491,1.920491
28.36,-1.920629,1.920629
28.37,-1.920698,1.920698
28.38,-1.920786,1.920786
28.39,-1.920792,1.920792
28.4,-1.920774,1.920774
28.41,-1.920733,1.920733
28.42,-1.920744,1.920744
28.43,-1.920817,1.920817
28.44,-1.920885,1.920885
28.45,-1.920855,1.920855
28.46,-1.920804,1.920804
28.47,-1.920739,1.920739
28.48,-1.920747,1.920747
28.49,-1.920712,1.920712
28.5,-1.920678,1.920678
28.51,-1.920642,1.920642
28.52,-1.920592,1.920592
28.53,-1.92053,1.92053
28.54,-1.920556,1.920556
28.55,-1.920646,1.920646
28.56,-1.920685,1.920685
28.57,-1.920631,1.920631
28.58,-1.920495,1.920495
28.59,-1.920344,1.920344
28.6,-1.92018,1.92018
28.61,-1.920101,1.920101
28.62,-1.920214,1.920214
28.63,-1.920371,1.920371
28.64,-1.920394,1.920394
28.65,-1.920443,1.920443
28.66,-1.920524,1.920524
28.67,-1.920585,1.920585
28.68,-1.920639,1.920639
28.69,-1.920668,1.920668
28.7,-1.92075,1.92075
28.71,-1.920789,1.920789
28.72,-1.920877,1.920877
28.73,-1.921054,1.921054
28.74,-1.921178,1.921178
28.75,-1.921313,1.921313
28.76,-1.921394,1.921394
28.77,-1.921501,1.921501
28.78,-1.921562,1.921562
28.79,-1.921552,1.921552
28.8,-1.92149,1.92149
28.81,-1.921521,1.921521
28.82,-1.921511,1.921511
28.83,-1.921386,1.921386
28.84,-1.921346,1.921346
28.85,-1.921329,1.921329
28.86,-1.921324,1.921324
28.87,-1.921238,1.921238
28.88,-1.921129,1.921129
28.89,-1.921022,1.921022
28.9,-1.920843,1.920843
28.91,-1.920676,1.920676
28.92,-1.920542,1.920542
28.93,-1.920309,1.920309
28.94,-1.91999,1.91999
28.95,-1.919713,1.919713
28.96,-1.919521,1.919521
28.97,-1.919358,1.919358
28.98,-1.919113,1.919113
28.99,-1.918866,1.918866
29.0,-1.918665,1.918665
29.01,-1.918463,1.918463
29.02,-1.918283,1.918283
29.03,-1.918131,1.918131
29.04,-1.91804,1.91804
29.05,-1.918038,1.918038
29.06,-1.918054,1.918054
29.07,-1.918044,1.918044
29.08,-1.918067,1.918067
29.09,-1.917966,1.917966
29.1,-1.917938,1.917938
29.11,-1.917856,1.917856
29.12,-1.917872,1.917872
29.13,-1.91795,1.91795
29.14,-1.918079,1.918079
29.15,-1.918168,1.918168
29.16,-1.918383,1.918383
29.17,-1.918554,1.918554
29.18,-1.918771,1.918771
29.19,-1.918925,1.918925
29.2,-1.919046,1.919046
29.21,-1.91913,1.91913
29.22,-1.919168,1.919168
29.23,-1.919244,1.919244
29.24,-1.919355,1.919355
29.25,-1.919377,1.919377
29.26,-1.919455,1.919455
29.27,-1.919601,1.919601
29.28,-1.9197,1.9197
29.29,-1.919658,1.919658
29.3,-1.91955,1.91955
29.31,-1.919426,1.919426
29.32,-1.919469,1.919469
29.33,-1.919521,1.919521
29.34,-1.919575,1.919575
29.35,-1.919645,1.919645
29.36,-1.919841,1.919841
29.37,-1.920023,1.920023
29.38,-1.92022,1.92022
29.39,-1.920462,1.920462
29.4,-1.920781,1.920781
29.41,-1.920983,1.920983
29.42,-1.921169,1.921169
29.43,-1.921361,1.921361
29.44,-1.921502,1.921502
29.45,-1.921695,1.921695
29.46,-1.921984,1.921984
29.47,-1.922263,1.922263
29.48,-1.922552,1.922552
29.49,-1.922865,1.922865
29.5,-1.923213,1.923213
29.51,-1.923585,1.923585
29.52,-1.923903,1.923903
29.53,-1.924178,1.924178
29.54,-1.924394,1.924394
29.55,-1.924607,1.924607
29.56,-1.924805,1.924805
29.57,-1.924926,1.924926
29.58,-1.925012,1.925012
29.59,-1.925102,1.925102
29.6,-1.925224,1.925224
29.61,-1.925294,1.925294
29.62,-1.925349,1.925349
29.63,-1.925404,1.925404
29.64,-1.925468,1.925468
29.65,-1.925571,1.925571
29.66,-1.925585,1.925585
29.67,-1.925565,1.925565
29.68,-1.925534,1.925534
29.69,-1.925481,1.925481
29.7,-1.925436,1.925436
29.71,-1.925436,1.925436
29.72,-1.925412,1.925412
29.73,-1.925367,1.925367
29.74,-1.925321,1.925321
29.75,-1.925317,1.925317
29.76,-1.925257,1.925257
29.77,-1.925169,1.925169
29.78,-1.925153,1.925153
29.79,-1.925119,1.925119
29.8,-1.925055,1.925055
29.81,-1.925002,1.925002
29.82,-1.924925,1.924925
29.83,-1.924815,1.924815
29.84,-1.924659,1.924659
29.85,-1.924512,1.924512
29.86,-1.924361,1.924361
29.87,-1.92422,1.92422
29.88,-1.924087,1.924087
29.89,-1.923921,1.923921
29.9,-1.923746,1.923746
29.91,-1.923607,1.923607
29.92,-1.923554,1.923554
29.93,-1.923526,1.923526
29.94,-1.923429,1.923429
29.95,-1.923239,1.923239
29.96,-1.923103,1.923103
29.97,-1.923052,1.923052
29.98,-1.922967,1.922967
29.99,-1.92284,1.92284
30.0,-1.922722,1.922722
30.01,-1.922684,1.922684
30.02,-1.922732,1.922732
30.03,-1.922776,1.922776
30.04,-1.922814,1.922814
30.05,-1.922843,1.922843
30.06,-1.922874,1.922874
30.07,-1.922903,1.922903
30.08,-1.923021,1.923021
30.09,-1.923159,1.923159
30.1,-1.923377,1.923377
30.11,-1.923575,1.923575
30.12,-1.923636,1.923636
30.13,-1.92371,1.92371
30.14,-1.923746,1.923746
30.15,-1.923744,1.923744
30.16,-1.923713,1.923713
30.17,-1.923761,1.923761
30.18,-1.923786,1.923786
30.19,-1.92382,1.92382
30.2,-1.923821,1.923821
30.21,-1.923861,1.923861
30.22,-1.923969,1.923969
30.23,-1.924086,1.924086
30.24,-1.924068,1.924068
30.25,-1.924052,1.924052
30.26,-1.924059,1.924059
30.27,-1.92405,1.92405
30.28,-1.924073,1.924073
30.29,-1.924098,1.924098
30.3,-1.924095,1.924095
30.31,-1.924087,1.924087
30.32,-1.92405,1.92405
30.33,-1.924057,1.924057
30.34,-1.924089,1.924089
30.35,-1.924119,1.924119
30.36,-1.924155,1.924155
30.37,-1.924213,1.924213
30.38,-1.924291,1.924291
30.39,-1.924285,1.924285
30.4,-1.924261,1.924261
30.41,-1.924181,1.924181
30.42,-1.924107,1.924107
30.43,-1.92406,1.92406
30.44,-1.924122,1.924122
30.45,-1.924185,1.924185
30.46,-1.924115,1.924115
30.47,-1.924019,1.924019
30.48,-1.923866,1.923866
30.49,-1.923709,1.923709
30.5,-1.923551,1.923551
30.51,-1.923402,1.923402
30.52,-1.923264,1.923264
30.53,-1.923084,1.923084
30.54,-1.922967,1.922967
30.55,-1.922856,1.922856
30.56,-1.922796,1.922796
30.57,-1.922732,1.922732
30.58,-1.922714,1.922714
30.59,-1.922647,1.922647
30.6,-1.922541,1.922541
30.61,-1.922413,1.922413
30.62,-1.922213,1.922213
30.63,-1.922026,1.922026
30.64,-1.921755,1.921755
30.65,-1.921483,1.921483
30.66,-1.921246,1.921246
30.67,-1.921038,1.921038
30.68,-1.920847,1.920847
30.69,-1.920782,1.920782
30.7,-1.920777,1.920777
30.71,-1.920645,1.920645
30.72,-1.920491,1.920491
30.73,-1.920371,1.920371
30.74,-1.920193,1.920193
30.75,-1.920056,1.920056
30.76,-1.920006,1.920006
30.77,-1.919997,1.919997
30.78,-1.919999,1.919999
30.79,-1.91994,1.91994
30.8,-1.919881,1.919881
30.81,-1.919827,1.919827
30.82,-1.919841,1.919841
30.83,-1.919802,1.919802
30.84,-1.919796,1.919796
30.85,-1.9199,1.9199
30.86,-1.919998,1.919998
30.87,-1.920092,1.920092
30.88,-1.920164,1.920164
30.89,-1.920122,1.920122
30.9,-1.920073,1.920073
30.91,-1.920034,1.920034
30.92,-1.920092,1.920092
30.93,-1.92013,1.92013
30.94,-1.920141,1.920141
30.95,-1.920183,1.920183
30.96,-1.920239,1.920239
30.97,-1.920308,1.920308
30.98,-1.9203,1.9203
30.99,-1.920308,1.920308
31.0,-1.920381,1.920381
31.01,-1.920393,1.920393
31.02,-1.920375,1.920375
31.03,-1.920317,1.920317
31.04,-1.920269,1.920269
31.05,-1.920283,1.920283
31.06,-1.920394,1.920394
31.07,-1.920503,1.920503
31.08,-1.920614,1.920614
31.09,-1.920618,1.920618
31.1,-1.920532,1.920532
31.11,-1.920529,1.920529
31.12,-1.920517,1.920517
31.13,-1.920496,1.920496
31.14,-1.92052,1.92052
31.15,-1.920509,1.920509
31.16,-1.920617,1.920617
31.17,-1.920654,1.920654
31.18,-1.92072,1.92072
31.19,-1.92075,1.92075
31.2,-1.920779,1.920779
31.21,-1.920811,1.920811
31.22,-1.92084,1.92084
31.23,-1.92087,1.92087
31.24,-1.920962,1.920962
31.25,-1.921075,1.921075
31.26,-1.921216,1.921216
31.27,-1.921391,1.921391
31.28,-1.921543,1.921543
31.29,-1.921715,1.921715
31.3,-1.921833,1.921833
31.31,-1.921905,1.921905
31.32,-1.922001,1.922001
31.33,-1.922083,1.922083
31.34,-1.922146,1.922146
31.35,-1.922172,1.922172
31.36,-1.922102,1.922102
31.37,-1.921992,1.921992
31.38,-1.921898,1.921898
31.39,-1.921848,1.921848
31.4,-1.92182,1.92182
31.41,-1.921843,1.921843
31.42,-1.921893,1.921893
31.43,-1.9219,1.9219
31.44,-1.921874,1.921874
31.45,-1.921811,1.921811
31.46,-1.921761,1.921761
31.47,-1.921645,1.921645
31.48,-1.921584,1.921584
31.49,-1.921405,1.921405
31.5,-1.921268,1.921268
31.51,-1.921169,1.921169
31.52,-1.921086,1.921086
31.53,-1.921053,1.921053
31.54,-1.920996,1.920996
31.55,-1.920861,1.920861
31.56,-1.920736,1.920736
31.57,-1.920679,1.920679
31.58,-1.920605,1.920605
31.59,-1.920476,1.920476
31.6,-1.920427,1.920427
31.61,-1.920379,1.920379
31.62,-1.920294,1.920294
31.63,-1.920253,1.920253
31.64,-1.920354,1.920354
31.65,-1.920411,1.920411
31.66,-1.920371,1.920371
31.67,-1.9204,1.9204
31.68,-1.920308,1.920308
31.69,-1.920171,1.920171
31.7,-1.920073,1.920073
31.71,-1.919937,1.919937
31.72,-1.91979,1.91979
31.73,-1.919648,1.919648
31.74,-1.919466,1.919466
31.75,-1.919367,1.919367
31.76,-1.919355,1.919355
31.77,-1.919278,1.919278
31.78,-1.919145,1.919145
31.79,-1.91905,1.91905
31.8,-1.919016,1.919016
31.81,-1.91896,1.91896
31.82,-1.918911,1.918911
31.83,-1.918889,1.918889
31.84,-1.9189,1.9189
31.85,-1.919009,1.919009
31.86,-1.919121,1.919121
31.87,-1.919209,1.919209
31.88,-1.919309,1.919309
31.89,-1.919349,1.919349
31.9,-1.919422,1.919422
31.91,-1.919528,1.919528
31.92,-1.919626,1.919626
31.93,-1.919653,1.919653
31.94,-1.919758,1.919758
31.95,-1.919891,1.919891
31.96,-1.919998,1.919998
31.97,-1.920071,1.920071
31.98,-1.920234,1.920234
31.99,-1.920397,1.920397
32.0,-1.920505,1.920505
32.01,-1.920531,1.920531
32.02,-1.920634,1.920634
32.03,-1.92081,1.92081
32.04,-1.920951,1.920951
32.05,-1.921002,1.921002
32.06,-1.92112,1.92112
32.07,-1.921238,1.921238
32.08,-1.921388,1.921388
32.09,-1.921466,1.921466
32.1,-1.921443,1.921443
32.11,-1.921401,1.921401
32.12,-1.921483,1.921483
32.13,-1.921593,1.921593
32.14,-1.921665,1.921665
32.15,-1.921653,1.921653
32.16,-1.921662,1.921662
32.17,-1.921608,1.921608
32.18,-1.921627,1.921627
32.19,-1.921616,1.921616
32.2,-1.921538,1.921538
32.21,-1.921275,1.921275
32.22,-1.921102,1.921102
32.23,-1.921058,1.921058
32.24,-1.920877,1.920877
32.25,-1.920668,1.920668
32.26,-1.920478,1.920478
32.27,-1.920188,1.920188
32.28,-1.919929,1.919929
32.29,-1.919733,1.919733
32.3,-1.919429,1.919429
32.31,-1.919098,1.919098
32.32,-1.918852,1.918852
32.33,-1.918549,1.918549
32.34,-1.918247,1.918247
32.35,-1.918004,1.918004
32.36,-1.91773,1.91773
32.37,-1.91753,1.91753
32.38,-1.917353,1.917353
32.39,-1.917111,1.917111
32.4,-1.916832,1.916832
32.41,-1.916514,1.916514
32.42,-1.916321,1.916321
32.43,-1.916091,1.916091
32.44,-1.915833,1.915833
32.45,-1.915611,1.915611
32.46,-1.91542,1.91542
32.47,-1.915232,1.915232
32.48,-1.915036,1.915036
32.49,-1.91482,1.91482
32.5,-1.914608,1.914608
32.51,-1.914413,1.914413
32.52,-1.914251,1.914251
32.53,-1.913985,1.913985
32.54,-1.913738,1.913738
32.55,-1.913586,1.913586
32.56,-1.913368,1.913368
32.57,-1.913146,1.913146
32.58,-1.912939,1.912939
32.59,-1.912795,1.912795
32.6,-1.912727,1.912727
32.61,-1.91269,1.91269
32.62,-1.912668,1.912668
32.63,-1.912583,1.912583
32.64,-1.912481,1.912481
32.65,-1.912293,1.912293
32.66,-1.912165,1.912165
32.67,-1.912062,1.912062
32.68,-1.91201,1.91201
32.69,-1.911863,1.911863
32.7,-1.911851,1.911851
32.71,-1.911857,1.911857
32.72,-1.911813,1.911813
32.73,-1.911652,1.911652
32.74,-1.911612,1.911612
32.75,-1.911619,1.911619
32.76,-1.911724,1.911724
32.77,-1.911797,1.911797
32.78,-1.911892,1.911892
32.79,-1.912023,1.912023
32.8,-1.912163,1.912163
32.81,-1.91233,1.91233
32.82,-1.912443,1.912443
32.83,-1.912489,1.912489
32.84,-1.912575,1.912575
32.85,-1.912766,1.912766
32.86,-1.913018,1.913018
32.87,-1.913272,1.913272
32.88,-1.913522,1.913522
32.89,-1.913753,1.913753
32.9,-1.914047,1.914047
32.91,-1.91432,1.91432
32.92,-1.914596,1.914596
32.93,-1.914852,1.914852
32.94,-1.915168,1.915168
32.95,-1.91546,1.91546
32.96,-1.915756,1.915756
32.97,-1.915995,1.915995
32.98,-1.916327,1.916327
32.99,-1.916627,1.916627
33.0,-1.91696,1.91696
33.01,-1.917204,1.917204
33.02,-1.917379,1.917379
33.03,-1.917561,1.917561
33.04,-1.917743,1.917743
33.05,-1.917879,1.917879
33.06,-1.917996,1.917996
33.07,-1.918069,1.918069
33.08,-1.918146,1.918146
33.09,-1.918102,1.918102
33.1,-1.917996,1.917996
33.11,-1.917884,1.917884
33.12,-1.917781,1.917781
33.13,-1.917636,1.917636
33.14,-1.917501,1.917501
33.15,-1.917292,1.917292
33.16,-1.917109,1.917109
33.17,-1.916907,1.916907
33.18,-1.916682,1.916682
33.19,-1.916254,1.916254
33.2,-1.915881,1.915881
33.21,-1.91559,1.91559
33.22,-1.915344,1.915344
33.23,-1.915021,1.915021
33.24,-1.914741,1.914741
33.25,-1.914517,1.914517
33.26,-1.914346,1.914346
33.27,-1.91419,1.91419
33.28,-1.914136,1.914136
33.29,-1.913906,1.913906
33.3,-1.913632,1.913632
33.31,-1.913355,1.913355
33.32,-1.913181,1.913181
33.33,-1.913036,1.913036
33.34,-1.912949,1.912949
33.35,-1.912837,1.912837
33.36,-1.912669,1.912669
33.37,-1.912553,1.912553
33.38,-1.912475,1.912475
33.39,-1.912322,1.912322
33.4,-1.912232,1.912232
33.41,-1.912199,1.912199
33.42,-1.912154,1.912154
33.43,-1.912053,1.912053
33.44,-1.911827,1.911827
33.45,-1.911613,1.911613
33.46,-1.911438,1.911438
33.47,-1.911268,1.911268
33.48,-1.91108,1.91108
33.49,-1.910859,1.910859
33.5,-1.910672,1.910672
33.51,-1.910437,1.910437
33.52,-1.91028,1.91028
33.53,-1.91021,1.91021
33.54,-1.910103,1.910103
33.55,-1.910017,1.910017
33.56,-1.909902,1.909902
33.57,-1.909735,1.909735
33.58,-1.909595,1.909595
33.59,-1.90943,1.90943
33.6,-1.909225,1.909225
33.61,-1.909075,1.909075
33.62,-1.908913,1.908913
33.63,-1.908818,1.908818
33.64,-1.908752,1.908752
33.65,-1.908652,1.908652
33.66,-1.908593,1.908593
33.67,-1.908537,1.908537
33.68,-1.908502,1.908502
33.69,-1.908412,1.908412
33.7,-1.90836,1.90836
33.71,-1.908369,1.908369
33.72,-1.908388,1.908388
33.73,-1.908449,1.908449
33.74,-1.908483,1.908483
33.75,-1.908529,1.908529
33.76,-1.908633,1.908633
33.77,-1.908727,1.908727
33.78,-1.908824,1.908824
33.79,-1.908966,1.908966
33.8,-1.9091,1.9091
33.81,-1.909195,1.909195
33.82,-1.909257,1.909257
33.83,-1.909351,1.909351
33.84,-1.909444,1.909444
33.85,-1.909594,1.909594
33.86,-1.909723,1.909723
33.87,-1.909823,1.909823
33.88,-1.909927,1.909927
33.89,-1.910026,1.910026
33.9,-1.910093,1.910093
33.91,-1.910133,1.910133
33.92,-1.910264,1.910264
33.93,-1.910445,1.910445
33.94,-1.910534,1.910534
33.95,-1.910755,1.910755
33.96,-1.911016,1.911016
33.97,-1.911249,1.911249
33.98,-1.911538,1.911538
33.99,-1.911843,1.911843
34.0,-1.912152,1.912152
34.01,-1.912446,1.912446
34.02,-1.912612,1.912612
34.03,-1.912864,1.912864
34.04,-1.913192,1.913192
34.05,-1.913459,1.913459
34.06,-1.913644,1.913644
34.07,-1.913773,1.913773
34.08,-1.913924,1.913924
34.09,-1.914133,1.914133
34.1,-1.914369,1.914369
34.11,-1.914603,1.914603
34.12,-1.914891,1.914891
34.13,-1.915253,1.915253
34.14,-1.915588,1.915588
34.15,-1.915794,1.915794
34.16,-1.915932,1.915932
34.17,-1.916139,1.916139
34.18,-1.916476,1.916476
34.19,-1.916815,1.916815
34.2,-1.917201,1.917201
34.21,-1.917629,1.917629
34.22,-1.91809,1.91809
34.23,-1.91844,1.91844
34.24,-1.918702,1.918702
34.25,-1.918869,1.918869
34.26,-1.918958,1.918958
34.27,-1.918961,1.918961
34.28,-1.919045,1.919045
34.29,-1.9191,1.9191
34.3,-1.91906,1.91906
34.31,-1.919003,1.919003
34.32,-1.918921,1.918921
34.33,-1.918798,1.918798
34.34,-1.91874,1.91874
34.35,-1.9186,1.9186
34.36,-1.918436,1.918436
34.37,-1.918171,1.918171
34.38,-1.917829,1.917829
34.39,-1.91747,1.91747
34.4,-1.917156,1.917156
34.41,-1.916781,1.916781
34.42,-1.916429,1.916429
34.43,-1.915974,1.915974
34.44,-1.915599,1.915599
34.45,-1.915234,1.915234
34.46,-1.914817,1.914817
34.47,-1.914375,1.914375
34.48,-1.913953,1.913953
34.49,-1.913487,1.913487
34.5,-1.912954,1.912954
34.51,-1.912455,1.912455
34.52,-1.91196,1.91196
34.53,-1.911409,1.911409
34.54,-1.910916,1.910916
34.55,-1.910454,1.910454
34.56,-1.909909,1.909909
34.57,-1.909368,1.909368
34.58,-1.908877,1.908877
34.59,-1.908398,1.908398
34.6,-1.908023,1.908023
34.61,-1.907682,1.907682
34.62,-1.90731,1.90731
34.63,-1.906817,1.906817
34.64,-1.906255,1.906255
34.65,-1.905778,1.905778
34.66,-1.905442,1.905442
34.67,-1.905172,1.905172
34.68,-1.904945,1.904945
34.69,-1.904758,1.904758
34.7,-1.904647,1.904647
34.71,-1.904493,1.904493
34.72,-1.90432,1.90432
34.73,-1.904142,1.904142
34.74,-1.904081,1.904081
34.75,-1.904021,1.904021
34.76,-1.904042,1.904042
34.77,-1.90397,1.90397
34.78,-1.903969,1.903969
34.79,-1.903973,1.903973
34.8,-1.90403,1.90403
34.81,-1.904062,1.904062
34.82,-1.904082,1.904082
34.83,-1.904105,1.904105
34.84,-1.904246,1.904246
34.85,-1.904428,1.904428
34.86,-1.904559,1.904559
34.87,-1.904651,1.904651
34.88,-1.904878,1.904878
34.89,-1.905117,1.905117
34.9,-1.905387,1.905387
34.91,-1.905768,1.905768
34.92,-1.906163,1.906163
34.93,-1.906415,1.906415
34.94,-1.906762,1.906762
34.95,-1.90709,1.90709
34.96,-1.907472,1.907472
34.97,-1.907801,1.907801
34.98,-1.908267,1.908267
34.99,-1.908693,1.908693
35.0,-1.909203,1.909203
35.01,-1.909695,1.909695
35.02,-1.910154,1.910154
35.03,-1.910603,1.910603
35.04,-1.911127,1.911127
35.05,-1.911702,1.911702
35.06,-1.912282,1.912282
35.07,-1.912754,1.912754
35.08,-1.913252,1.913252
35.09,-1.913674,1.913674
35.1,-1.913968,1.913968
35.11,-1.91418,1.91418
35.12,-1.914521,1.914521
35.13,-1.914883,1.914883
35.14,-1.915179,1.915179
35.15,-1.915396,1.915396
35.16,-1.915658,1.915658
35.17,-1.91582,1.91582
35.18,-1.915954,1.915954
35.19,-1.91605,1.91605
35.2,-1.916068,1.916068
35.21,-1.915931,1.915931
35.22,-1.915875,1.915875
35.23,-1.915749,1.915749
35.24,-1.915641,1.915641
